,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
89,0 days 01:48:08.163000,PIA,81,0 days 00:01:23.691000,37.0,2.0,,,0 days 00:00:27.368000,0 days 00:00:28.649000,0 days 00:00:27.674000,0 days 01:47:11.874000,0 days 01:47:40.523000,0 days 01:48:08.197000,314.0,316.0,314.0,333.0,False,HARD,21.0,True,McLaren,0 days 01:46:44.472000,,1,1.0,False,,False,True
90,0 days 01:49:36.288000,PIA,81,0 days 00:01:28.125000,38.0,2.0,,0 days 01:49:32.401000,0 days 00:00:27.560000,0 days 00:00:28.596000,0 days 00:00:31.969000,0 days 01:48:35.757000,0 days 01:49:04.353000,0 days 01:49:36.322000,315.0,318.0,,325.0,False,HARD,22.0,True,McLaren,0 days 01:48:08.163000,,1,1.0,False,,False,False
91,0 days 01:51:19.726000,PIA,81,0 days 00:01:43.438000,39.0,3.0,0 days 01:49:57.178000,,0 days 00:00:47.532000,0 days 00:00:28.366000,0 days 00:00:27.540000,0 days 01:50:23.854000,0 days 01:50:52.220000,0 days 01:51:19.760000,324.0,312.0,315.0,286.0,False,HARD,1.0,True,McLaren,0 days 01:49:36.288000,,1,3.0,False,,False,False
92,0 days 01:52:41.990000,PIA,81,0 days 00:01:22.264000,40.0,3.0,,,0 days 00:00:27.149000,0 days 00:00:27.897000,0 days 00:00:27.218000,0 days 01:51:46.909000,0 days 01:52:14.806000,0 days 01:52:42.024000,311.0,316.0,315.0,323.0,True,HARD,2.0,True,McLaren,0 days 01:51:19.726000,,1,3.0,False,,False,True
93,0 days 01:54:04.056000,PIA,81,0 days 00:01:22.066000,41.0,3.0,,,0 days 00:00:27.207000,0 days 00:00:27.790000,0 days 00:00:27.069000,0 days 01:53:09.231000,0 days 01:53:37.021000,0 days 01:54:04.090000,314.0,320.0,318.0,321.0,True,HARD,3.0,True,McLaren,0 days 01:52:41.990000,,1,3.0,False,,False,True
94,0 days 01:55:26.387000,PIA,81,0 days 00:01:22.331000,42.0,3.0,,,0 days 00:00:27.245000,0 days 00:00:27.932000,0 days 00:00:27.154000,0 days 01:54:31.335000,0 days 01:54:59.267000,0 days 01:55:26.421000,315.0,318.0,315.0,325.0,False,HARD,4.0,True,McLaren,0 days 01:54:04.056000,,1,3.0,False,,False,True
95,0 days 01:56:48.479000,PIA,81,0 days 00:01:22.092000,43.0,3.0,,,0 days 00:00:27.087000,0 days 00:00:27.800000,0 days 00:00:27.205000,0 days 01:55:53.508000,0 days 01:56:21.308000,0 days 01:56:48.513000,316.0,321.0,318.0,325.0,False,HARD,5.0,True,McLaren,0 days 01:55:26.387000,,1,3.0,False,,False,True
96,0 days 01:58:11.107000,PIA,81,0 days 00:01:22.628000,44.0,3.0,,,0 days 00:00:27.098000,0 days 00:00:28.121000,0 days 00:00:27.409000,0 days 01:57:15.611000,0 days 01:57:43.732000,0 days 01:58:11.141000,316.0,322.0,319.0,339.0,False,HARD,6.0,True,McLaren,0 days 01:56:48.479000,,1,3.0,False,,False,True
97,0 days 01:59:34.782000,PIA,81,0 days 00:01:23.675000,45.0,3.0,,,0 days 00:00:27.217000,0 days 00:00:28.785000,0 days 00:00:27.673000,0 days 01:58:38.358000,0 days 01:59:07.143000,0 days 01:59:34.816000,332.0,343.0,309.0,342.0,False,HARD,7.0,True,McLaren,0 days 01:58:11.107000,,1,2.0,False,,False,True
98,0 days 02:00:57.319000,PIA,81,0 days 00:01:22.537000,46.0,3.0,,,0 days 00:00:27.366000,0 days 00:00:27.964000,0 days 00:00:27.207000,0 days 02:00:02.182000,0 days 02:00:30.146000,0 days 02:00:57.353000,313.0,317.0,315.0,327.0,False,HARD,8.0,True,McLaren,0 days 01:59:34.782000,,1,2.0,False,,False,True
99,0 days 02:02:19.572000,PIA,81,0 days 00:01:22.253000,47.0,3.0,,,0 days 00:00:27.271000,0 days 00:00:27.856000,0 days 00:00:27.126000,0 days 02:01:24.624000,0 days 02:01:52.480000,0 days 02:02:19.606000,312.0,315.0,315.0,320.0,False,HARD,9.0,True,McLaren,0 days 02:00:57.319000,,1,2.0,False,,False,True
100,0 days 02:03:42.297000,PIA,81,0 days 00:01:22.725000,48.0,3.0,,,0 days 00:00:27.626000,0 days 00:00:27.897000,0 days 00:00:27.202000,0 days 02:02:47.232000,0 days 02:03:15.129000,0 days 02:03:42.331000,314.0,317.0,317.0,326.0,False,HARD,10.0,True,McLaren,0 days 02:02:19.572000,,1,2.0,False,,False,True
101,0 days 02:05:05.242000,PIA,81,0 days 00:01:22.945000,49.0,3.0,,,0 days 00:00:27.245000,0 days 00:00:27.984000,0 days 00:00:27.716000,0 days 02:04:09.576000,0 days 02:04:37.560000,0 days 02:05:05.276000,315.0,331.0,317.0,326.0,False,HARD,11.0,True,McLaren,0 days 02:03:42.297000,,1,2.0,False,,False,True
102,0 days 02:06:27.828000,PIA,81,0 days 00:01:22.586000,50.0,3.0,,,0 days 00:00:27.128000,0 days 00:00:28.205000,0 days 00:00:27.253000,0 days 02:05:32.404000,0 days 02:06:00.609000,0 days 02:06:27.862000,316.0,316.0,316.0,328.0,False,HARD,12.0,True,McLaren,0 days 02:05:05.242000,,1,2.0,False,,False,True
103,0 days 02:07:50.252000,PIA,81,0 days 00:01:22.424000,51.0,3.0,,,0 days 00:00:27.313000,0 days 00:00:27.965000,0 days 00:00:27.146000,0 days 02:06:55.175000,0 days 02:07:23.140000,0 days 02:07:50.286000,313.0,315.0,316.0,321.0,False,HARD,13.0,True,McLaren,0 days 02:06:27.828000,,1,2.0,False,,False,True
104,0 days 02:09:12.200000,PIA,81,0 days 00:01:21.948000,52.0,3.0,,,0 days 00:00:27.116000,0 days 00:00:27.725000,0 days 00:00:27.107000,0 days 02:08:17.402000,0 days 02:08:45.127000,0 days 02:09:12.234000,318.0,320.0,316.0,334.0,True,HARD,14.0,True,McLaren,0 days 02:07:50.252000,,1,2.0,False,,False,True
105,0 days 02:10:34.143000,PIA,81,0 days 00:01:21.943000,53.0,3.0,,,0 days 00:00:27.108000,0 days 00:00:27.803000,0 days 00:00:27.032000,0 days 02:09:39.342000,0 days 02:10:07.145000,0 days 02:10:34.177000,316.0,320.0,317.0,328.0,True,HARD,15.0,True,McLaren,0 days 02:09:12.200000,,1,2.0,False,,False,True
106,0 days 00:57:19.723000,NOR,4,0 days 00:01:28.971000,1.0,1.0,,,,0 days 00:00:31.051000,0 days 00:00:28.624000,,0 days 00:56:51.257000,0 days 00:57:19.921000,319.0,312.0,312.0,285.0,False,MEDIUM,1.0,True,McLaren,0 days 00:55:50.494000,,1,3.0,False,,False,False
107,0 days 00:58:45.181000,NOR,4,0 days 00:01:25.458000,2.0,1.0,,,0 days 00:00:27.676000,0 days 00:00:29.408000,0 days 00:00:28.374000,0 days 00:57:47.443000,0 days 00:58:16.851000,0 days 00:58:45.225000,309.0,332.0,313.0,339.0,True,MEDIUM,2.0,True,McLaren,0 days 00:57:19.723000,,1,3.0,False,,False,True
108,0 days 01:00:10.291000,NOR,4,0 days 00:01:25.110000,3.0,1.0,,,0 days 00:00:27.513000,0 days 00:00:29.381000,0 days 00:00:28.216000,0 days 00:59:12.738000,0 days 00:59:42.119000,0 days 01:00:10.335000,313.0,323.0,312.0,327.0,True,MEDIUM,3.0,True,McLaren,0 days 00:58:45.181000,,1,3.0,False,,False,True
109,0 days 01:01:35.459000,NOR,4,0 days 00:01:25.168000,4.0,1.0,,,0 days 00:00:27.638000,0 days 00:00:29.468000,0 days 00:00:28.062000,0 days 01:00:37.973000,0 days 01:01:07.441000,0 days 01:01:35.503000,312.0,315.0,312.0,323.0,False,MEDIUM,4.0,True,McLaren,0 days 01:00:10.291000,,1,3.0,False,,False,True
110,0 days 01:03:00.133000,NOR,4,0 days 00:01:24.674000,5.0,1.0,,,0 days 00:00:27.524000,0 days 00:00:29.143000,0 days 00:00:28.007000,0 days 01:02:03.027000,0 days 01:02:32.170000,0 days 01:03:00.177000,314.0,317.0,313.0,322.0,True,MEDIUM,5.0,True,McLaren,0 days 01:01:35.459000,,1,3.0,False,,False,True
111,0 days 01:04:24.901000,NOR,4,0 days 00:01:24.768000,6.0,1.0,,,0 days 00:00:27.750000,0 days 00:00:29.004000,0 days 00:00:28.014000,0 days 01:03:27.927000,0 days 01:03:56.931000,0 days 01:04:24.945000,314.0,320.0,313.0,319.0,False,MEDIUM,6.0,True,McLaren,0 days 01:03:00.133000,,1,3.0,False,,False,True
112,0 days 01:05:49.432000,NOR,4,0 days 00:01:24.531000,7.0,1.0,,,0 days 00:00:27.587000,0 days 00:00:28.963000,0 days 00:00:27.981000,0 days 01:04:52.532000,0 days 01:05:21.495000,0 days 01:05:49.476000,314.0,320.0,311.0,323.0,True,MEDIUM,7.0,True,McLaren,0 days 01:04:24.901000,,1,3.0,False,,False,True
113,0 days 01:07:14.106000,NOR,4,0 days 00:01:24.674000,8.0,1.0,,,0 days 00:00:27.651000,0 days 00:00:28.986000,0 days 00:00:28.037000,0 days 01:06:17.127000,0 days 01:06:46.113000,0 days 01:07:14.150000,313.0,318.0,311.0,322.0,False,MEDIUM,8.0,True,McLaren,0 days 01:05:49.432000,,1,3.0,False,,False,True
114,0 days 01:08:38.770000,NOR,4,0 days 00:01:24.664000,9.0,1.0,,,0 days 00:00:27.658000,0 days 00:00:28.998000,0 days 00:00:28.008000,0 days 01:07:41.808000,0 days 01:08:10.806000,0 days 01:08:38.814000,312.0,317.0,311.0,327.0,False,MEDIUM,9.0,True,McLaren,0 days 01:07:14.106000,,1,3.0,False,,False,True
115,0 days 01:10:03.161000,NOR,4,0 days 00:01:24.391000,10.0,1.0,,,0 days 00:00:27.540000,0 days 00:00:28.898000,0 days 00:00:27.953000,0 days 01:09:06.354000,0 days 01:09:35.252000,0 days 01:10:03.205000,311.0,318.0,312.0,325.0,True,MEDIUM,10.0,True,McLaren,0 days 01:08:38.770000,,1,3.0,False,,False,True
116,0 days 01:11:27.609000,NOR,4,0 days 00:01:24.448000,11.0,1.0,,,0 days 00:00:27.574000,0 days 00:00:28.908000,0 days 00:00:27.966000,0 days 01:10:30.779000,0 days 01:10:59.687000,0 days 01:11:27.653000,314.0,317.0,312.0,326.0,False,MEDIUM,11.0,True,McLaren,0 days 01:10:03.161000,,1,3.0,False,,False,True
117,0 days 01:12:52.264000,NOR,4,0 days 00:01:24.655000,12.0,1.0,,,0 days 00:00:27.666000,0 days 00:00:28.925000,0 days 00:00:28.064000,0 days 01:11:55.319000,0 days 01:12:24.244000,0 days 01:12:52.308000,314.0,317.0,312.0,325.0,False,MEDIUM,12.0,True,McLaren,0 days 01:11:27.609000,,1,3.0,False,,False,True
118,0 days 01:14:17.623000,NOR,4,0 days 00:01:25.359000,13.0,1.0,,,0 days 00:00:27.854000,0 days 00:00:29.182000,0 days 00:00:28.323000,0 days 01:13:20.162000,0 days 01:13:49.344000,0 days 01:14:17.667000,315.0,319.0,311.0,324.0,False,MEDIUM,13.0,True,McLaren,0 days 01:12:52.264000,,1,3.0,False,,False,True
119,0 days 01:15:47.040000,NOR,4,0 days 00:01:29.417000,14.0,1.0,,0 days 01:15:43.308000,0 days 00:00:27.752000,0 days 00:00:29.105000,0 days 00:00:32.560000,0 days 01:14:45.419000,0 days 01:15:14.524000,0 days 01:15:47.084000,317.0,328.0,,336.0,False,MEDIUM,14.0,True,McLaren,0 days 01:14:17.623000,,1,4.0,False,,False,False
120,0 days 01:17:30.880000,NOR,4,0 days 00:01:43.840000,15.0,2.0,0 days 01:16:07.480000,,0 days 00:00:47.124000,0 days 00:00:28.866000,0 days 00:00:27.850000,0 days 01:16:34.208000,0 days 01:17:03.074000,0 days 01:17:30.924000,321.0,310.0,311.0,283.0,False,HARD,1.0,True,McLaren,0 days 01:15:47.040000,,1,8.0,False,,False,False
121,0 days 01:18:55.034000,NOR,4,0 days 00:01:24.154000,16.0,2.0,,,0 days 00:00:27.403000,0 days 00:00:28.918000,0 days 00:00:27.833000,0 days 01:17:58.327000,0 days 01:18:27.245000,0 days 01:18:55.078000,310.0,313.0,311.0,320.0,True,HARD,2.0,True,McLaren,0 days 01:17:30.880000,,1,6.0,False,,False,True
122,0 days 01:20:20.619000,NOR,4,0 days 00:01:25.585000,17.0,2.0,,,0 days 00:00:27.663000,0 days 00:00:29.214000,0 days 00:00:28.708000,0 days 01:19:22.741000,0 days 01:19:51.955000,0 days 01:20:20.663000,313.0,318.0,310.0,315.0,False,HARD,3.0,True,McLaren,0 days 01:18:55.034000,,1,5.0,False,,False,True
123,0 days 01:21:44.539000,NOR,4,0 days 00:01:23.920000,18.0,2.0,,,0 days 00:00:27.388000,0 days 00:00:28.784000,0 days 00:00:27.748000,0 days 01:20:48.051000,0 days 01:21:16.835000,0 days 01:21:44.583000,314.0,319.0,313.0,323.0,True,HARD,4.0,True,McLaren,0 days 01:20:20.619000,,1,5.0,False,,False,True
124,0 days 01:23:08.691000,NOR,4,0 days 00:01:24.152000,19.0,2.0,,,0 days 00:00:27.493000,0 days 00:00:28.937000,0 days 00:00:27.722000,0 days 01:22:12.076000,0 days 01:22:41.013000,0 days 01:23:08.735000,313.0,316.0,314.0,324.0,False,HARD,5.0,True,McLaren,0 days 01:21:44.539000,,1,5.0,False,,False,True
125,0 days 01:24:32.573000,NOR,4,0 days 00:01:23.882000,20.0,2.0,,,0 days 00:00:27.463000,0 days 00:00:28.773000,0 days 00:00:27.646000,0 days 01:23:36.198000,0 days 01:24:04.971000,0 days 01:24:32.617000,314.0,318.0,313.0,322.0,True,HARD,6.0,True,McLaren,0 days 01:23:08.691000,,1,4.0,False,,False,True
126,0 days 01:25:56.326000,NOR,4,0 days 00:01:23.753000,21.0,2.0,,,0 days 00:00:27.420000,0 days 00:00:28.634000,0 days 00:00:27.699000,0 days 01:25:00.037000,0 days 01:25:28.671000,0 days 01:25:56.370000,315.0,318.0,313.0,320.0,True,HARD,7.0,True,McLaren,0 days 01:24:32.573000,,1,4.0,False,,False,True
127,0 days 01:27:19.978000,NOR,4,0 days 00:01:23.652000,22.0,2.0,,,0 days 00:00:27.332000,0 days 00:00:28.669000,0 days 00:00:27.651000,0 days 01:26:23.702000,0 days 01:26:52.371000,0 days 01:27:20.022000,315.0,319.0,314.0,326.0,True,HARD,8.0,True,McLaren,0 days 01:25:56.326000,,1,4.0,False,,False,True
128,0 days 01:28:43.559000,NOR,4,0 days 00:01:23.581000,23.0,2.0,,,0 days 00:00:27.324000,0 days 00:00:28.537000,0 days 00:00:27.720000,0 days 01:27:47.346000,0 days 01:28:15.883000,0 days 01:28:43.603000,318.0,318.0,314.0,328.0,True,HARD,9.0,True,McLaren,0 days 01:27:19.978000,,1,2.0,False,,False,True
129,0 days 01:30:07.160000,NOR,4,0 days 00:01:23.601000,24.0,2.0,,,0 days 00:00:27.359000,0 days 00:00:28.596000,0 days 00:00:27.646000,0 days 01:29:10.962000,0 days 01:29:39.558000,0 days 01:30:07.204000,316.0,318.0,314.0,331.0,False,HARD,10.0,True,McLaren,0 days 01:28:43.559000,,1,2.0,False,,False,True
130,0 days 01:31:30.481000,NOR,4,0 days 00:01:23.321000,25.0,2.0,,,0 days 00:00:27.470000,0 days 00:00:28.410000,0 days 00:00:27.441000,0 days 01:30:34.674000,0 days 01:31:03.084000,0 days 01:31:30.525000,315.0,319.0,314.0,324.0,True,HARD,11.0,True,McLaren,0 days 01:30:07.160000,,1,2.0,False,,False,True
131,0 days 01:32:53.950000,NOR,4,0 days 00:01:23.469000,26.0,2.0,,,0 days 00:00:27.353000,0 days 00:00:28.529000,0 days 00:00:27.587000,0 days 01:31:57.878000,0 days 01:32:26.407000,0 days 01:32:53.994000,313.0,317.0,314.0,324.0,False,HARD,12.0,True,McLaren,0 days 01:31:30.481000,,1,2.0,False,,False,True
132,0 days 01:34:17.217000,NOR,4,0 days 00:01:23.267000,27.0,2.0,,,0 days 00:00:27.430000,0 days 00:00:28.352000,0 days 00:00:27.485000,0 days 01:33:21.424000,0 days 01:33:49.776000,0 days 01:34:17.261000,314.0,317.0,314.0,325.0,True,HARD,13.0,True,McLaren,0 days 01:32:53.950000,,1,2.0,False,,False,True
133,0 days 01:35:40.284000,NOR,4,0 days 00:01:23.067000,28.0,2.0,,,0 days 00:00:27.412000,0 days 00:00:28.243000,0 days 00:00:27.412000,0 days 01:34:44.673000,0 days 01:35:12.916000,0 days 01:35:40.328000,317.0,320.0,314.0,323.0,True,HARD,14.0,True,McLaren,0 days 01:34:17.217000,,1,2.0,False,,False,True
134,0 days 01:37:03.584000,NOR,4,0 days 00:01:23.300000,29.0,2.0,,,0 days 00:00:27.399000,0 days 00:00:28.366000,0 days 00:00:27.535000,0 days 01:36:07.727000,0 days 01:36:36.093000,0 days 01:37:03.628000,318.0,319.0,314.0,325.0,False,HARD,15.0,True,McLaren,0 days 01:35:40.284000,,1,2.0,False,,False,True
135,0 days 01:38:27.198000,NOR,4,0 days 00:01:23.614000,30.0,2.0,,,0 days 00:00:27.443000,0 days 00:00:28.601000,0 days 00:00:27.570000,0 days 01:37:31.071000,0 days 01:37:59.672000,0 days 01:38:27.242000,314.0,316.0,314.0,323.0,False,HARD,16.0,True,McLaren,0 days 01:37:03.584000,,1,2.0,False,,False,True
136,0 days 01:39:52.138000,NOR,4,0 days 00:01:24.940000,31.0,2.0,,,0 days 00:00:27.401000,0 days 00:00:30.080000,0 days 00:00:27.459000,0 days 01:38:54.643000,0 days 01:39:24.723000,0 days 01:39:52.182000,316.0,317.0,313.0,323.0,False,HARD,17.0,True,McLaren,0 days 01:38:27.198000,,1,2.0,True,TRACK LIMITS AT TURN 4 LAP 31 ,False,True
137,0 days 01:41:19.552000,NOR,4,0 days 00:01:27.414000,32.0,2.0,,0 days 01:41:15.813000,0 days 00:00:27.332000,0 days 00:00:28.335000,0 days 00:00:31.747000,0 days 01:40:19.514000,0 days 01:40:47.849000,0 days 01:41:19.596000,316.0,320.0,,331.0,False,HARD,18.0,True,McLaren,0 days 01:39:52.138000,,1,3.0,False,,False,False
138,0 days 01:43:03.625000,NOR,4,0 days 00:01:44.073000,33.0,3.0,0 days 01:41:40.677000,,0 days 00:00:47.623000,0 days 00:00:28.605000,0 days 00:00:27.845000,0 days 01:42:07.219000,0 days 01:42:35.824000,0 days 01:43:03.669000,323.0,315.0,313.0,287.0,False,HARD,1.0,True,McLaren,0 days 01:41:19.552000,,1,6.0,False,,False,False
139,0 days 01:44:26.462000,NOR,4,0 days 00:01:22.837000,34.0,3.0,,,0 days 00:00:27.127000,0 days 00:00:28.244000,0 days 00:00:27.466000,0 days 01:43:30.796000,0 days 01:43:59.040000,0 days 01:44:26.506000,313.0,323.0,314.0,329.0,True,HARD,2.0,True,McLaren,0 days 01:43:03.625000,,1,6.0,False,,False,True
140,0 days 01:45:49.599000,NOR,4,0 days 00:01:23.137000,35.0,3.0,,,0 days 00:00:27.152000,0 days 00:00:28.436000,0 days 00:00:27.549000,0 days 01:44:53.658000,0 days 01:45:22.094000,0 days 01:45:49.643000,313.0,321.0,314.0,327.0,False,HARD,3.0,True,McLaren,0 days 01:44:26.462000,,1,6.0,False,,False,True
141,0 days 01:47:12.713000,NOR,4,0 days 00:01:23.114000,36.0,3.0,,,0 days 00:00:27.244000,0 days 00:00:28.349000,0 days 00:00:27.521000,0 days 01:46:16.887000,0 days 01:46:45.236000,0 days 01:47:12.757000,314.0,319.0,313.0,323.0,False,HARD,4.0,True,McLaren,0 days 01:45:49.599000,,1,6.0,False,,False,True
142,0 days 01:48:35.891000,NOR,4,0 days 00:01:23.178000,37.0,3.0,,,0 days 00:00:27.264000,0 days 00:00:28.492000,0 days 00:00:27.422000,0 days 01:47:40.021000,0 days 01:48:08.513000,0 days 01:48:35.935000,315.0,320.0,315.0,326.0,False,HARD,5.0,True,McLaren,0 days 01:47:12.713000,,1,6.0,False,,False,True
143,0 days 01:49:59.024000,NOR,4,0 days 00:01:23.133000,38.0,3.0,,,0 days 00:00:27.288000,0 days 00:00:28.405000,0 days 00:00:27.440000,0 days 01:49:03.223000,0 days 01:49:31.628000,0 days 01:49:59.068000,318.0,321.0,315.0,327.0,False,HARD,6.0,True,McLaren,0 days 01:48:35.891000,,1,5.0,False,,False,True
144,0 days 01:51:22.085000,NOR,4,0 days 00:01:23.061000,39.0,3.0,,,0 days 00:00:27.310000,0 days 00:00:28.197000,0 days 00:00:27.554000,0 days 01:50:26.378000,0 days 01:50:54.575000,0 days 01:51:22.129000,318.0,334.0,319.0,331.0,False,HARD,7.0,True,McLaren,0 days 01:49:59.024000,,1,5.0,False,,False,True
145,0 days 01:52:46.247000,NOR,4,0 days 00:01:24.162000,40.0,3.0,,,0 days 00:00:27.483000,0 days 00:00:28.909000,0 days 00:00:27.770000,0 days 01:51:49.612000,0 days 01:52:18.521000,0 days 01:52:46.291000,322.0,328.0,322.0,353.0,False,HARD,8.0,True,McLaren,0 days 01:51:22.085000,,1,5.0,False,,False,True
